Brand,Name,Boarding_time,Km,Discharge,Sec_price,New_price
宝马,宝马5系 2014款 535Li 豪华设计套装,2014年6月,2.20万公里,"国4,国5",43.8,78.00万
宝马,宝马3系 2015款 320i 运动设计套装,2015年2月,4.57万公里,"国4,国5",24.3,41.14万
宝马,宝马5系 2014款 535Li 领先型,2014年6月,3.43万公里,"国4,国5",39.9,74.75万
宝马,宝马M6 2015款 Coupe,2017年8月,0.08万公里,欧4,135.8,215.79万
宝马,宝马5系(进口) 2014款 520i 典雅型,2014年3月,4.00万公里,"国4,京5",30.8,49.61万
宝马,宝马X1 2013款 sDrive18i 时尚型,2014年2月,4.06万公里,国4,21.8,30.94万
宝马,宝马7系 2016款 740Li 豪华型,2017年7月,0.55万公里,欧6,94.8,147.41万
宝马,宝马5系 2014款 525Li 豪华设计套装,2014年6月,2.03万公里,"国4,国5",35.8,54.23万
宝马,宝马7系 2016款 750Li xDrive 四座版,2016年1月,1.08万公里,欧6,134.8,215.79万
宝马,宝马7系 2016款 740Li 豪华型,未上牌,0.75万公里,欧6,95.8,147.41万
宝马,宝马5系 2014款 525Li 领先型,2014年5月,5.10万公里,"国4,国5",32.7,50.65万
宝马,宝马3系 2015款 328Li 豪华设计套装,2015年9月,2.43万公里,"国4,国5",30.9,50.45万
宝马,宝马X1 2012款 sDrive18i豪华型,2012年10月,5.14万公里,国4,16.7,34.63万
宝马,宝马X3 2014款 xDrive28i X设计套装,未上牌,0.79万公里,欧4,44.8,64.37万
宝马,宝马3系(进口) 2013款 328i M运动型 旅行版,2015年8月,1.43万公里,欧4,39.1,61.83万
宝马,宝马1系(进口) 2012款 116i 领先型,2012年7月,5.38万公里,欧4,14.3,28.44万
宝马,宝马7系 2014款 730Li 臻享型,2015年1月,7.70万公里,"欧4,OBD",55.7,103.77万
宝马,宝马1系(进口) 2012款 118i 运动型,2013年12月,5.34万公里,欧4,17.5,33.76万
宝马,宝马3系 2015款 320i 时尚型,2016年5月,4.81万公里,"国4,国5",27.5,36.15万
宝马,宝马M6 2015款 Gran Coupe,未上牌,0.10万公里,欧4,136.8,215.79万
宝马,宝马X1 2012款 sDrive18i豪华型,2012年10月,5.14万公里,国4,16.7,34.63万
宝马,宝马7系 2016款 750Li xDrive 四座版,2016年1月,1.98万公里,欧6,133.8,215.79万
宝马,宝马M3 2009款 敞篷轿跑车,2013年4月,3.30万公里,欧4,47.58,130.26万
宝马,宝马7系 2013款 730Li 豪华型,2013年11月,8.00万公里,"欧4,OBD",50.68,111.10万
宝马,宝马3系 2011款 318i 领先型,2012年3月,6.30万公里,国4,14.68,32.13万
宝马,宝马5系 2010款 520 Li 豪华型,2010年11月,5.50万公里,国4,15.88,45.98万
宝马,宝马5系 2013款 525Li  豪华型,2012年10月,6.90万公里,国4,26.5,53.69万
宝马,宝马5系 2010款 520 Li 豪华型,2010年10月,9.34万公里,国4,14.6,45.98万
宝马,宝马X1(进口) 2012款 xDrive 20i,2012年6月,7.70万公里,欧4,17.0,48.30万
宝马,宝马5系(进口) 2012款 528i xDrive 豪华型,2011年7月,12.49万公里,欧4,25.0,75.18万
宝马,宝马3系 2009款 325i 时尚型,2009年8月,7.20万公里,国4,12.8,44.29万
宝马,宝马Z4 2009款 sDrive23i 领先型,2010年10月,6.00万公里,欧4,23.6,63.93万
宝马,宝马7系 2013款 730Li 领先型,2013年10月,8.00万公里,"欧4,OBD",49.8,101.33万
宝马,宝马M3 2009款 敞篷轿跑车,2010年8月,7.00万公里,欧4,36.8,130.26万
宝马,宝马X5 2008款 xDrive30i 豪华型,2007年10月,10.00万公里,欧4,23.2,104.53万
宝马,宝马X5 2008款 xDrive30i 豪华型,2008年5月,12.00万公里,欧4,24.98,104.53万
宝马,宝马5系 2017款 525Li 豪华设计套装,2017年6月,0.55万公里,"国4,国5",43.0,54.23万
宝马,宝马3系 2013款 320i 时尚型,2013年7月,7.40万公里,国4,21.0,36.80万
宝马,宝马3系 2007款 325i豪华运动型,2007年7月,8.00万公里,国3,8.18,52.21万
宝马,宝马7系 2003款 745LI,2005年2月,13.00万公里,欧3,10.0,138.40万
宝马,宝马7系 2005款 730Li,2005年11月,13.00万公里,欧3,13.8,107.31万
宝马,宝马X5 2017款 3.0T 汽油(中东版),2016年12月,0.10万公里,欧5,70.8,74.90万
宝马,宝马3系 2006款 320i 2.0 手自一体 时尚型,2006年2月,15.00万公里,国2,5.06,36.69万
宝马,宝马X5 2008款 xDrive30i 尊贵型,2009年11月,9.50万公里,欧4,25.8,108.33万
宝马,宝马5系 2008款 523Li 2.5 手自一体 典雅型,2008年8月,9.20万公里,国3,11.3,51.30万
宝马,宝马X5 2008款 xDrive30i 豪华型,2009年3月,6.00万公里,欧4,26.88,104.53万
宝马,宝马3系 2006款 320i 2.0 手自一体 时尚型,2005年12月,7.70万公里,国2,6.98,36.69万
宝马,宝马5系 2008款 530Li豪华型,2008年6月,12.00万公里,欧4,12.88,77.35万
宝马,宝马5系 2011款 523Li 豪华型,2010年9月,6.00万公里,国4,23.79,53.14万
宝马,宝马3系 2012款 320i 时尚型,2012年3月,8.00万公里,国4,14.5,38.10万
宝马,宝马3系 2012款 320i 豪华型,2011年8月,6.00万公里,国4,14.6,42.20万
宝马,宝马5系 2005款 520i 新配置,2005年7月,9.00万公里,--,6.88,54.06万
宝马,宝马5系 2011款 523Li 豪华型,2011年6月,5.00万公里,国4,24.8,53.14万
宝马,宝马5系 2010款 520 Li 豪华型,2010年6月,6.80万公里,国4,15.6,45.98万
宝马,宝马X5 2014款 xDrive35i 豪华型,2014年4月,5.00万公里,欧5,57.5,103.99万
宝马,宝马X5 2011款 xDrive35i 尊贵型,2012年5月,12.00万公里,欧4,39.8,112.02万
宝马,宝马3系 2007款 325i 2.5 手自一体 时尚型,2007年8月,5.80万公里,国3,8.18,46.00万
宝马,宝马M6 2013款 Gran Coupe,2014年7月,4.50万公里,欧4,98.5,259.97万
宝马,宝马X1(进口) 2010款 sDrive 18i 豪华型,2012年6月,8.00万公里,欧4,16.68,39.84万
宝马,宝马X5 2014款 xDrive35i 豪华型,2015年8月,1.50万公里,欧5,64.5,103.99万
宝马,宝马3系(进口) 2011款 双门轿跑车 335i,2012年2月,5.00万公里,欧4,33.5,75.77万
宝马,宝马5系 2013款 535Li 行政型,2013年12月,6.80万公里,国4,38.8,86.58万
宝马,宝马X5 2014款 xDrive35i 典雅型,2014年7月,3.30万公里,欧5,58.0,90.96万
宝马,宝马M4 2014款 3.0T 手自一体 敞篷轿跑车,2016年2月,1.30万公里,欧5,86.8,119.18万
宝马,宝马3系 2006款 320i 2.0 手自一体 时尚型,2007年3月,9.00万公里,国2,6.28,36.69万
宝马,宝马3系 2013款 320i 时尚型,2013年9月,2.81万公里,国4,21.88,36.80万
宝马,宝马7系 2010款 750Li,2012年11月,1.30万公里,欧4,68.8,223.39万
宝马,宝马3系 2010款 325i 时尚型,2010年12月,7.00万公里,国4,12.8,44.29万
宝马,宝马3系 2011款 320i 豪华型,2011年4月,8.00万公里,国4,14.66,41.57万
宝马,宝马Z4 2009款 sDrive23i 领先型,2010年4月,5.00万公里,欧4,22.79,63.93万
宝马,宝马X6 2012款 xDrive35i,2012年10月,6.70万公里,欧4,39.99,115.39万
宝马,宝马3系 2008款 320i进取型,2007年10月,8.00万公里,国4,7.68,33.54万
宝马,宝马Z4 2009款 sDrive23i 领先型,2011年7月,5.00万公里,欧4,25.8,63.93万
宝马,宝马X5 2011款 xDrive35i 领先型,2011年12月,5.00万公里,欧4,37.5,97.26万
宝马,宝马3系(进口) 2011款 敞篷轿跑车 335i,2011年11月,4.80万公里,欧4,28.58,86.62万
宝马,宝马7系 2005款 760Li,2005年12月,15.50万公里,欧3,18.88,216.71万
宝马,宝马7系 2005款 750Li,2006年1月,12.00万公里,欧3,16.98,168.90万
宝马,宝马5系 2008款 523Li标准型,2008年6月,9.20万公里,国4,11.3,47.07万
宝马,宝马X6 2012款 xDrive35i,2013年3月,7.00万公里,欧4,49.88,115.39万
宝马,宝马5系 2007款 525i 2.5 手自一体 豪华型,2008年3月,8.86万公里,国2,10.98,66.43万
宝马,宝马3系 2007款 320i时尚型（木内饰）,2008年1月,9.00万公里,国3,7.8,36.88万
宝马,宝马3系GT 2015款 320i 设计套装型,2015年4月,2.00万公里,欧4,31.8,52.43万
宝马,宝马3系 2008款 320i进取型,2009年1月,11.00万公里,国4,8.8,33.54万
宝马,宝马7系 2009款 730Li 豪华型,2010年6月,8.00万公里,欧4,31.5,110.50万
宝马,宝马4系 2014款 双门轿跑车 420i 设计套装型,2015年9月,3.00万公里,"国4,京5",38.8,57.31万
宝马,宝马1系(进口) 2012款 118i 运动型,2012年4月,9.80万公里,欧4,15.0,33.76万
宝马,宝马7系 2011款 730Li 典雅型,2012年1月,7.80万公里,"欧4,OBD",39.8,97.48万
宝马,宝马Z4 2009款 sDrive23i 领先型,2009年9月,5.00万公里,欧4,19.79,63.93万
宝马,宝马3系 2007款 320i豪华型,2008年2月,8.00万公里,国3,7.05,42.44万
宝马,宝马5系 2012款 523Li 豪华型,2012年9月,6.00万公里,国4,26.8,53.69万
宝马,宝马3系 2007款 320i豪华型,2007年7月,9.00万公里,国3,6.8,42.44万
宝马,宝马5系 2011款 523Li 领先型,2011年10月,8.00万公里,国4,22.99,48.80万
宝马,宝马X6 2015款 xDrive50i M运动型,2017年7月,0.20万公里,欧5,115.0,200.59万
宝马,宝马X5 2006款 3.0i,2006年12月,9.00万公里,欧4,11.5,86.84万
宝马,宝马5系 2005款 530i 新配置,2005年3月,11.00万公里,--,6.8,67.08万
宝马,宝马3系 2005款 320i 2.0 手自一体 豪华型,2005年1月,10.70万公里,国2,4.58,36.88万
宝马,宝马M4 2014款 3.0T 手自一体 敞篷轿跑车,2016年3月,1.20万公里,欧5,86.8,119.18万
宝马,宝马X5 2010款 xDrive30i尊贵型十周年纪念版,2010年12月,8.00万公里,欧4,31.8,122.44万
宝马,宝马3系 2003款 325i,2002年9月,6.00万公里,国2,12.8,44.29万
宝马,宝马Z4 2011款 sDrive35is 烈焰极致版,2011年12月,5.80万公里,欧4,24.38,100.73万
宝马,宝马7系 2005款 750Li,2005年7月,12.00万公里,欧3,13.88,168.90万
宝马,宝马3系 2005款 325i 2.5 手自一体 领先型,2006年11月,15.00万公里,国2,6.68,50.04万
宝马,宝马M3 2009款 敞篷轿跑车,2011年12月,7.60万公里,欧4,36.49,130.26万
宝马,宝马3系 2013款 320Li 豪华设计套装,2013年7月,3.00万公里,国4,23.6,42.98万
宝马,宝马5系 2014款 525Li 领先型,2016年4月,0.23万公里,"国4,国5",39.88,50.65万
宝马,宝马7系 2009款 740Li豪华型,2009年10月,8.00万公里,欧4,32.6,149.58万
宝马,宝马3系(进口) 2007款 330i 敞篷轿跑车,2007年9月,7.60万公里,欧4,17.98,78.70万
宝马,宝马Z4 2009款 sDrive23i 领先型,2010年7月,7.00万公里,欧4,22.58,63.93万
宝马,宝马M6 2013款 Gran Coupe,2014年7月,4.50万公里,欧4,98.0,259.97万
宝马,宝马3系 2006款 320i 2.0 手自一体 时尚型,2006年5月,10.90万公里,国2,5.8,36.69万
宝马,宝马5系 2005款 530i 新配置,2005年7月,13.00万公里,--,6.78,67.08万
宝马,宝马X6 2009款 xDrive35i 豪华型,2009年10月,8.10万公里,欧4,32.8,107.68万
宝马,宝马Z4 2013款 sDrive20i 领先型,2011年12月,8.70万公里,欧4,26.98,63.28万
宝马,宝马3系 2010款 325i 时尚型,2010年12月,8.00万公里,国4,13.2,44.29万
宝马,宝马5系(进口) 2013款 535i 豪华运动型,2014年7月,5.00万公里,欧4,38.5,82.71万
宝马,宝马X3 2012款 xDrive20i 豪华型,2012年9月,10.00万公里,欧4,25.99,52.86万
宝马,宝马Z4 2010款 sDrive30i 领先型,2011年7月,6.00万公里,欧4,25.8,73.38万
宝马,宝马3系 2011款 318i 领先型,2010年10月,8.00万公里,国4,11.88,32.13万
宝马,宝马3系 2007款 325i豪华运动型,2007年7月,9.00万公里,国3,9.68,52.21万
宝马,宝马7系 2017款 740Li 领先型,2017年7月,0.25万公里,欧6,94.8,128.95万
宝马,宝马X5 2006款 3.0i,2007年8月,10.00万公里,欧4,13.8,86.84万
宝马,宝马7系 2005款 740Li,2007年10月,13.70万公里,欧3,16.28,135.90万
宝马,宝马3系 2010款 320i 豪华型,2011年4月,9.80万公里,国4,14.8,40.71万
宝马,宝马3系 2014款 328Li 时尚型,2015年11月,1.70万公里,国4,28.8,45.46万
宝马,宝马M5 2005款 5.0L V10,2006年10月,6.90万公里,欧3,27.88,201.68万
宝马,宝马3系 2010款 325i 时尚型,2010年12月,8.60万公里,国4,13.2,44.29万
宝马,宝马X5 2000款 4.4i,2003年3月,12.00万公里,欧2,7.58,125.51万
宝马,宝马5系 2011款 535Li 豪华型,2010年11月,8.00万公里,国4,24.49,75.61万
宝马,宝马3系 2007款 320i领先型,2007年2月,8.20万公里,国3,6.9,40.11万
宝马,宝马7系 2005款 750Li,2006年12月,20.00万公里,欧3,16.68,168.90万
宝马,宝马X5 2017款 3.0T 汽油(中东版),2017年9月,百公里内,欧5,68.8,74.90万
宝马,宝马Z4 2009款 sDrive23i 领先型,2010年1月,9.40万公里,欧4,22.79,63.93万
宝马,宝马Z4 2010款 sDrive35i 豪华型,2010年8月,3.00万公里,欧4,23.5,85.54万
宝马,宝马X1 2012款 sDrive18i时尚型,2012年5月,6.00万公里,国4,15.98,30.61万
宝马,宝马M4 2016款 3.0T 手自一体 轿跑车 竞速限量版,2017年1月,0.06万公里,欧5,85.8,120.90万
宝马,宝马3系 2007款 320i豪华型,2007年5月,7.60万公里,国3,6.76,42.44万
宝马,宝马5系 2011款 523Li 豪华型,2010年12月,7.00万公里,国4,22.6,53.14万
宝马,宝马M4 2016款 3.0T 手自一体 轿跑车 竞速限量版,2017年4月,0.10万公里,欧5,88.8,120.90万
宝马,宝马X6 2017款 xDrive35i 领先型,2017年9月,百公里内,欧4,73.5,99.65万
宝马,宝马X5 2017款 xDrive35i 领先型,2017年9月,百公里内,欧5,68.5,99.65万
宝马,宝马X4 2016款 xDrive28i M运动型,2017年9月,百公里内,欧4,46.8,67.52万
宝马,宝马1系(进口) 2015款 120i 领先型,2016年4月,1.05万公里,欧5,22.58,31.70万
宝马,宝马2系旅行车 2016款 218i 领先型,2016年11月,0.09万公里,国5,17.8,27.13万
宝马,宝马X1 2013款 sDrive20i 运动设计套装,2014年5月,3.00万公里,国4,22.8,41.90万
宝马,宝马X1(进口) 2012款 xDrive 28i,2012年6月,4.20万公里,欧4,16.88,59.92万
宝马,宝马1系(进口) 2013款 改款 125i 运动型,2014年5月,2.00万公里,"国4,OBD",22.68,41.14万
宝马,宝马X3 2008款 xDrive25i 领先型,2008年6月,14.00万公里,欧4,12.66,58.51万
宝马,宝马M3 2009款 双门轿跑车,2010年4月,5.00万公里,欧4,34.79,119.40万
宝马,宝马3系 2007款 325i豪华运动型,2007年6月,8.60万公里,国3,8.44,52.21万
宝马,宝马3系 2014款 320i 进取型,2013年9月,2.80万公里,国4,21.88,34.74万
宝马,宝马3系 2010款 325i 时尚型,2010年9月,11.00万公里,国4,13.3,44.29万
宝马,宝马3系 2007款 320i豪华型,2007年6月,7.80万公里,国3,6.84,42.44万
宝马,宝马7系 2013款 730Li 领先型,2013年2月,4.20万公里,"欧4,OBD",48.8,101.33万
宝马,宝马X1(进口) 2012款 xDrive 28i,2011年8月,7.00万公里,欧4,16.8,59.92万
宝马,宝马Z4 2009款 sDrive23i 领先型,2010年7月,6.00万公里,欧4,22.68,63.93万
宝马,宝马Z4 2009款 sDrive23i 领先型,2010年7月,6.00万公里,欧4,23.8,63.93万
宝马,宝马5系 2011款 535Li 领先型,2011年7月,6.00万公里,国4,26.8,68.12万
宝马,宝马3系(进口) 2010款 320i 豪华型,2010年3月,6.50万公里,欧4,13.38,40.71万
宝马,宝马5系 2012款 523Li 领先型,2012年9月,6.80万公里,国4,24.93,49.89万
宝马,宝马5系 2014款 525Li 豪华设计套装,2014年8月,7.00万公里,"国4,国5",32.28,54.23万
宝马,宝马3系(进口) 2005款 330i,2004年3月,7.50万公里,欧3,15.5,62.96万
宝马,宝马3系 2016款 320Li 豪华设计套装,2016年4月,3.00万公里,"国4,国5",24.99,42.75万
宝马,宝马3系(进口) 2013款 320i 时尚型,2013年1月,4.00万公里,欧4,21.79,36.80万
宝马,宝马3系(进口) 2010款 320i 豪华型,2010年7月,7.80万公里,欧4,10.8,40.71万
宝马,宝马3系(进口) 2011款 敞篷轿跑车 325i,2012年9月,6.80万公里,欧4,27.8,70.01万
宝马,宝马X6 2015款 xDrive35i 豪华型,2015年6月,2.00万公里,欧4,71.98,108.33万
宝马,宝马3系(进口) 2011款 敞篷轿跑车 320i,2011年1月,5.00万公里,欧4,22.49,63.39万
宝马,宝马3系GT 2016款 320i 设计套装型,2016年1月,0.70万公里,欧4,34.0,49.28万
宝马,宝马3系 2013款 320Li 时尚型,2014年5月,2.80万公里,国4,22.9,38.49万
宝马,宝马X3 2007款 2.5Si,2007年4月,8.00万公里,--,10.5,62.74万
宝马,宝马5系 2011款 528Li 豪华型,2010年12月,5.00万公里,国4,25.79,67.91万
宝马,宝马3系 2007款 320i豪华型,2007年5月,7.00万公里,国3,6.8,42.44万
宝马,宝马3系(进口) 2011款 敞篷轿跑车 325i,2011年6月,5.30万公里,欧4,26.88,70.01万
宝马,宝马7系 2013款 730Li 豪华型,2013年8月,4.00万公里,"欧4,OBD",49.8,111.10万
宝马,宝马X6 2014款 xDrive35i,2014年6月,4.10万公里,欧4,50.0,106.77万
宝马,宝马1系(进口) 2012款 116i 领先型,2012年7月,5.61万公里,欧4,13.3,28.44万
宝马,宝马X1(进口) 2012款 xDrive 20i,2013年10月,2.44万公里,欧4,21.7,48.30万
宝马,宝马3系GT 2016款 320i 设计套装型,2016年1月,0.70万公里,欧4,34.0,49.28万
宝马,宝马1系(进口) 2008款 120i 自动挡,2009年6月,7.11万公里,欧4,7.99,31.26万
宝马,宝马X5 2014款 xDrive35i 典雅型,2015年7月,1.80万公里,欧5,63.8,90.96万
宝马,宝马X1 2012款 sDrive20i领先型,2011年12月,6.50万公里,国4,16.38,39.29万
宝马,宝马X5 2011款 xDrive35i 豪华型,2011年6月,7.00万公里,欧4,37.5,109.09万
宝马,宝马1系(进口) 2008款 120i 自动挡,2009年12月,6.00万公里,欧4,9.8,31.26万
宝马,宝马3系 2009款 320i 豪华型,2009年2月,9.00万公里,国3,12.8,40.71万
宝马,宝马5系 2005款 530Li 新配置,2005年7月,13.00万公里,--,7.08,70.43万
宝马,宝马X5 2008款 xDrive48i 领先型,2008年6月,9.20万公里,欧4,24.8,172.37万
宝马,宝马7系 2009款 730Li 豪华型,2010年6月,8.00万公里,欧4,30.6,110.50万
宝马,宝马3系 2013款 320Li 豪华设计套装,2012年11月,4.00万公里,国4,19.6,42.98万
宝马,宝马X6 M 2013款 4.4L V8,2016年6月,1.30万公里,欧5,98.8,237.72万
宝马,宝马5系 2006款 525 Li豪华型,2008年10月,9.80万公里,国2,9.89,66.43万
宝马,宝马Z4 2010款 sDrive30i 领先型,2012年5月,5.00万公里,欧4,28.49,73.38万
宝马,宝马5系 2012款 523Li 豪华型,2012年9月,6.00万公里,国4,26.8,53.69万
宝马,宝马3系(进口) 2012款 四门轿车 318i 2.0L A/MT,2011年12月,4.70万公里,欧4,13.8,37.77万
宝马,宝马3系 2009款 320i 时尚型,2009年8月,7.70万公里,国4,13.8,37.12万
宝马,宝马Z4 2009款 sDrive23i 领先型,2010年11月,6.00万公里,欧4,23.6,63.93万
宝马,宝马2系 2014款 M235i,2015年3月,3.10万公里,欧5,39.8,54.06万
宝马,宝马3系(进口) 2009款 敞篷轿跑车 330i,2009年10月,6.50万公里,欧4,19.88,78.70万
宝马,宝马3系 2012款 325i 豪华型,2011年6月,6.90万公里,国4,15.2,48.82万
宝马,宝马5系 2014款 528Li 豪华设计套装,2015年5月,2.82万公里,"国4,国5",45.85,67.26万
宝马,宝马X3 2007款 2.5Si,2007年7月,6.00万公里,--,10.36,62.74万
宝马,宝马3系 2014款 320Li 时尚型,2014年10月,3.00万公里,国4,23.8,38.95万
宝马,宝马3系 2011款 320i 时尚型,2011年10月,5.80万公里,国4,14.3,37.45万
宝马,宝马1系(进口) 2010款 巧克力个性版,2012年3月,6.00万公里,欧4,12.38,32.46万
宝马,宝马X6 2012款 xDrive35i,2012年7月,6.00万公里,欧4,41.79,115.39万
宝马,宝马3系(进口) 2011款 双门轿跑车 335i,2013年4月,3.00万公里,欧4,28.79,75.77万
宝马,宝马5系GT 2010款 550i xDrive,2014年2月,6.00万公里,欧5,66.58,201.90万
宝马,宝马3系 2008款 325i 2.5 手自一体 豪华运动版,2008年10月,9.60万公里,国4,10.8,52.21万
宝马,宝马3系 2007款 320i时尚型（木内饰）,2007年11月,9.00万公里,国3,6.7,36.88万
宝马,宝马3系 2007款 320i时尚型（木内饰）,2007年11月,9.00万公里,国3,6.7,36.88万
宝马,宝马3系(进口) 2007款 330i 敞篷轿跑车,2008年7月,10.50万公里,欧4,18.8,78.70万
宝马,宝马1系(进口) 2016款 118i 领先型,2016年2月,3.10万公里,欧5,18.3,27.79万
宝马,宝马i8 2014款 标准型,2015年7月,1.20万公里,欧5,139.8,215.79万
宝马,宝马X5 2004款 4.8is,2006年12月,13.80万公里,--,13.89,132.43万
宝马,宝马5系 2010款 520 Li 豪华型,2010年9月,7.00万公里,国4,13.98,45.98万
宝马,宝马3系(进口) 2009款 双门轿跑车 320i,2010年5月,5.90万公里,欧4,17.38,54.06万
宝马,宝马X1 2012款 sDrive18i豪华型,2011年10月,7.70万公里,国4,15.98,34.63万
宝马,宝马2系 2017款 M240i,2017年4月,0.30万公里,欧5,45.5,54.06万
宝马,宝马3系(进口) 2010款 320i 豪华型,2010年12月,6.20万公里,欧4,12.2,40.71万
宝马,宝马M3 2009款 敞篷轿跑车,2011年9月,8.00万公里,欧4,39.8,130.26万
宝马,宝马2系旅行车 2016款 218i 时尚型,2017年1月,2.10万公里,国5,17.8,25.71万
宝马,宝马7系 2009款 740Li领先型,2009年9月,8.60万公里,欧4,31.8,128.95万
宝马,宝马X6 2011款 xDrive35i 豪华型,2011年1月,4.60万公里,欧4,33.98,114.52万
宝马,宝马3系(进口) 2007款 330i 双门轿跑车,2008年10月,12.00万公里,欧4,16.3,67.95万
宝马,宝马1系(进口) 2012款 118i 运动型,2012年10月,6.33万公里,欧4,15.0,33.76万
宝马,宝马M3 2009款 敞篷轿跑车,2011年11月,8.00万公里,欧4,39.8,130.26万
宝马,宝马X1(进口) 2010款 xDrive 25i,2011年6月,5.80万公里,欧4,15.58,51.34万
宝马,宝马3系(进口) 2011款 敞篷轿跑车 330i,2010年12月,8.50万公里,欧4,24.68,80.65万
宝马,宝马3系 2010款 318i 领先型,2010年5月,7.00万公里,国4,13.58,31.80万
宝马,宝马3系 2009款 318i 领先型,2009年9月,8.00万公里,国4,11.1,33.22万
宝马,宝马X1(进口) 2010款 sDrive 18i 豪华型,2010年11月,9.20万公里,欧4,13.68,39.84万
宝马,宝马7系 2005款 740Li,2007年7月,12.00万公里,欧3,16.38,135.90万
宝马,宝马3系(进口) 2013款 320i 时尚型,2013年10月,4.00万公里,欧4,28.5,36.80万
宝马,宝马7系 2009款 730Li 豪华型,2013年5月,6.50万公里,欧4,48.0,110.50万
宝马,宝马5系 2011款 535Li 豪华型,2010年11月,7.70万公里,国4,24.8,75.61万
宝马,宝马3系 2008款 320i进取型,2008年9月,9.00万公里,国4,8.68,33.54万
宝马,宝马X6 2015款 xDrive35i 豪华型,2015年5月,3.20万公里,欧4,74.8,108.33万
宝马,宝马3系 2006款 320i 2.0 手自一体 时尚型,2005年12月,10.00万公里,国2,6.98,36.69万
宝马,宝马7系 2009款 740Li领先型,2009年9月,9.40万公里,欧4,32.8,128.95万
宝马,宝马3系 2006款 320i 典雅型,2008年3月,10.00万公里,--,8.88,33.43万
宝马,宝马5系 2014款 525Li 领先型,2015年1月,2.53万公里,"国4,国5",38.5,50.65万
宝马,宝马5系 2008款 523Li标准型,2008年12月,12.00万公里,国4,12.8,47.07万
宝马,宝马3系 2010款 320i 豪华型,2011年5月,6.76万公里,国4,12.5,40.71万
宝马,宝马3系 2011款 318i 领先型,2010年12月,7.20万公里,国4,13.5,32.13万
宝马,宝马3系 2014款 320i 时尚型,2013年12月,6.00万公里,国4,21.8,37.23万
宝马,宝马1系(进口) 2010款 巧克力个性版,2012年3月,6.00万公里,欧4,12.58,32.46万
宝马,宝马5系 2009款 525Li 豪华型,2009年6月,9.00万公里,国4,15.6,66.93万
宝马,宝马3系 2011款 318i 领先型,2010年11月,7.50万公里,国4,12.58,32.13万
宝马,宝马5系GT 2013款 535i 领先型,2013年8月,6.30万公里,欧4,43.8,96.72万
宝马,宝马7系 2013款 740Li 豪华型,2013年10月,4.00万公里,欧4,50.8,156.69万
宝马,宝马3系(进口) 2011款 双门轿跑车 325i,2011年1月,7.30万公里,欧4,18.98,61.44万
宝马,宝马3系(进口) 2011款 双门轿跑车 335i,2011年5月,7.00万公里,欧4,24.88,75.77万
宝马,宝马3系(进口) 2011款 敞篷轿跑车 335i,2011年3月,7.90万公里,欧4,27.8,86.62万
宝马,宝马M3 2009款 敞篷轿跑车,2011年9月,7.30万公里,欧4,39.5,130.26万
宝马,宝马X5 2015款 xDrive35i 中国限量版,2015年7月,3.30万公里,欧4,61.8,103.99万
宝马,宝马X1 2013款 sDrive18i 领先型,2013年1月,7.23万公里,国4,18.8,35.06万
宝马,宝马5系 2012款 535Li 领先型,2012年10月,6.00万公里,国4,29.5,69.43万
宝马,宝马X3 2013款 xDrive20i 豪华型,2013年10月,6.00万公里,欧4,30.3,54.16万
宝马,宝马X1(进口) 2010款 sDrive 18i 豪华型,2013年10月,6.00万公里,欧4,16.2,39.84万
宝马,宝马X1 2013款 sDrive18i 领先型,2016年11月,1.00万公里,国4,47.7,35.06万
宝马,宝马X1(进口) 2010款 sDrive 18i 豪华型,2012年10月,5.70万公里,欧4,16.8,39.84万
宝马,宝马3系(进口) 2011款 双门轿跑车 335i,2011年8月,7.00万公里,欧4,24.88,75.77万
宝马,宝马3系(进口) 2011款 双门轿跑车 335i,2011年1月,7.80万公里,欧4,25.8,75.77万
宝马,宝马3系(进口) 2011款 双门轿跑车 330i,2011年4月,7.50万公里,欧4,19.6,69.90万
宝马,宝马X5 2011款 xDrive50i 领先型,2013年9月,7.00万公里,欧4,38.6,180.73万
宝马,宝马3系 2013款 316i 进取型,2014年9月,4.70万公里,"国4,OBD",19.98,30.72万
宝马,宝马3系 2009款 320i 时尚型,2009年9月,8.00万公里,国4,12.66,37.12万
宝马,宝马3系 2010款 320i 豪华型,2011年5月,6.76万公里,国4,12.5,40.71万
宝马,宝马3系 2010款 318i 领先型,2010年2月,9.00万公里,国4,11.38,31.80万
宝马,宝马3系 2005款 320i 2.0 手自一体 豪华型,2005年3月,12.00万公里,国2,4.68,36.88万
宝马,宝马3系(进口) 2012款 四门轿车 318i 2.0L A/MT,2012年12月,8.00万公里,欧4,14.8,37.77万
宝马,宝马3系 2006款 320i 2.0 手自一体 时尚型,2006年3月,14.00万公里,国2,5.08,36.69万
宝马,宝马7系 2009款 730Li 豪华型,2010年5月,9.00万公里,欧4,30.98,110.50万
宝马,宝马X5 2008款 xDrive30i 尊贵型,2009年7月,9.00万公里,欧4,24.98,108.33万
宝马,宝马3系 2013款 320Li 时尚型,2013年7月,5.20万公里,国4,22.98,38.49万
宝马,宝马X1(进口) 2010款 sDrive 18i 豪华型,2011年11月,10.00万公里,欧4,14.98,39.84万
宝马,宝马5系 2013款 530Li  领先型,2013年7月,6.00万公里,国4,30.68,60.74万
