ID,age,job,marital,default,returned,loan,coupon_used_in_last6_month,coupon_used_in_last_month,coupon_ind
3737,41,management,married,no,no,no,11,0,0
3738,59,management,divorced,no,yes,no,1,0,0
3739,56,retired,married,no,yes,no,1,0,0
3740,32,technician,single,no,yes,no,2,0,0
3741,34,technician,single,yes,no,no,2,0,0
3742,48,management,single,no,yes,yes,2,0,0
3743,34,technician,single,no,no,no,4,0,0
3744,29,services,single,no,yes,no,4,0,0
3745,56,retired,divorced,no,yes,no,1,0,0
3746,36,technician,single,no,no,no,3,0,0
3747,42,blue-collar,single,no,yes,no,1,0,0
3748,40,blue-collar,married,no,yes,no,1,0,0
3749,34,management,married,no,yes,no,2,0,0
3750,54,blue-collar,married,no,yes,no,20,0,0
3751,32,management,married,no,yes,no,2,0,0
3752,52,management,married,no,no,no,1,1,0
3753,41,technician,divorced,no,yes,no,1,0,0
3754,50,blue-collar,married,no,no,no,1,0,0
3755,36,management,single,no,no,no,2,0,0
3756,37,admin.,married,no,no,no,2,0,0
3757,33,technician,single,no,no,no,2,0,0
3758,34,student,married,no,yes,no,3,0,0
3759,50,blue-collar,married,no,yes,no,1,0,0
3760,55,retired,divorced,no,no,yes,1,0,0
3761,30,technician,single,no,no,no,2,0,0
3762,44,blue-collar,married,no,yes,no,1,0,0
3763,59,retired,married,no,no,no,2,0,0
3764,39,management,married,no,yes,no,4,0,0
3765,29,technician,single,no,yes,no,1,0,0
3766,46,unemployed,married,no,yes,no,2,0,0
3767,46,admin.,married,no,yes,no,2,1,0
3768,35,entrepreneur,married,no,yes,yes,4,0,0
3769,43,management,divorced,no,yes,yes,1,0,0
3770,32,blue-collar,single,no,no,no,1,0,0
3771,25,technician,single,no,no,no,7,0,0
3772,31,services,married,no,yes,no,2,0,0
3773,55,retired,married,no,no,no,3,0,0
3774,33,blue-collar,married,no,yes,no,2,0,0
3775,38,blue-collar,married,no,yes,no,1,1,0
3776,37,blue-collar,married,no,yes,no,3,0,0
3777,47,admin.,married,no,yes,no,6,6,0
3778,50,blue-collar,married,no,yes,no,1,0,0
3779,32,management,single,no,no,no,8,0,0
3780,43,blue-collar,divorced,no,yes,no,1,0,0
3781,36,services,married,no,yes,yes,5,0,0
3782,53,retired,married,no,yes,yes,2,0,0
3783,36,management,married,no,yes,no,1,0,0
3784,32,technician,single,no,no,no,4,0,0
3785,71,retired,married,no,no,no,1,0,0
3786,42,admin.,married,no,yes,no,6,0,0
3787,38,self-employed,married,no,yes,yes,2,0,0
3788,60,blue-collar,married,no,yes,no,1,0,0
3789,35,blue-collar,married,no,yes,yes,3,0,0
3790,45,housemaid,divorced,no,no,no,1,0,0
3791,33,entrepreneur,married,no,yes,yes,6,0,0
3792,31,management,married,no,yes,no,2,0,0
3793,25,student,single,no,yes,no,1,0,0
3794,59,retired,married,no,no,no,2,2,0
3795,36,entrepreneur,married,no,yes,yes,1,0,0
3796,42,unemployed,married,no,no,no,2,0,0
3797,43,management,married,no,no,no,1,0,0
3798,55,blue-collar,married,no,no,no,1,0,0
3799,43,technician,married,no,yes,no,5,5,0
3800,49,blue-collar,married,no,no,no,2,2,0
3801,32,blue-collar,married,no,yes,no,1,0,0
3802,25,technician,single,no,no,no,2,0,0
3803,31,admin.,married,no,yes,no,1,0,0
3804,36,unemployed,married,no,no,no,1,0,0
3805,49,blue-collar,married,no,no,yes,1,0,0
3806,57,retired,married,no,yes,yes,2,0,0
3807,26,self-employed,married,no,no,no,5,0,0
3808,59,self-employed,married,no,yes,no,1,1,0
3809,47,services,divorced,no,yes,yes,1,0,0
3810,52,management,married,no,no,no,4,0,0
3811,30,technician,single,no,no,no,19,0,0
3812,50,housemaid,married,no,no,no,1,0,0
3813,49,technician,divorced,no,yes,yes,3,0,0
3814,36,management,single,no,yes,no,1,0,0
3815,21,blue-collar,single,no,yes,no,2,0,0
3816,34,management,married,no,yes,yes,1,0,0
3817,31,admin.,single,no,yes,no,1,0,0
3818,21,student,single,no,no,no,1,0,0
3819,37,management,married,no,no,yes,1,0,0
3820,50,blue-collar,married,no,yes,no,1,0,0
3821,37,self-employed,married,no,no,no,1,0,0
3822,30,technician,married,no,yes,yes,5,2,0
3823,59,self-employed,married,no,no,no,2,0,0
3824,53,services,married,no,no,no,2,0,0
3825,36,management,married,no,yes,no,1,1,0
3826,41,technician,married,no,yes,no,2,1,0
3827,36,entrepreneur,married,no,no,no,1,0,0
3828,58,retired,married,no,no,no,2,0,0
3829,42,management,single,no,yes,no,2,0,0
3830,40,management,married,no,yes,no,1,1,0
3831,35,management,married,no,yes,no,1,0,0
3832,44,technician,single,no,yes,no,3,0,0
3833,41,management,divorced,no,yes,no,1,0,0
3834,55,self-employed,married,no,no,no,1,0,0
3835,33,blue-collar,married,no,yes,no,1,0,0
3836,40,technician,married,no,no,no,2,2,0
3837,42,technician,married,no,no,no,2,2,0
3838,32,management,single,no,yes,no,1,0,0
3839,55,admin.,married,no,yes,no,3,0,0
3840,48,admin.,married,no,no,no,3,0,0
3841,52,management,married,no,yes,no,1,1,0
3842,34,self-employed,single,no,yes,no,1,0,0
3843,52,blue-collar,married,no,yes,no,2,0,0
3844,42,admin.,divorced,no,yes,yes,1,0,0
3845,58,blue-collar,married,no,no,no,1,0,0
3846,36,services,married,no,yes,no,1,0,0
3847,52,technician,married,no,no,no,3,0,0
3848,41,blue-collar,married,no,yes,no,1,0,0
3849,63,retired,married,no,no,no,1,0,0
3850,33,management,married,no,yes,no,1,1,0
3851,42,blue-collar,married,no,yes,no,2,0,0
3852,44,blue-collar,married,no,no,no,2,0,0
3853,34,technician,single,no,no,no,14,0,0
3854,44,blue-collar,married,no,yes,yes,1,0,0
3855,48,management,single,no,yes,no,5,1,0
3856,37,technician,married,no,no,no,20,0,0
3857,26,blue-collar,single,no,yes,no,1,0,0
3858,38,blue-collar,married,no,yes,no,1,0,0
3859,37,technician,married,no,yes,no,2,0,0
3860,60,retired,married,no,no,no,1,0,0
3861,44,unemployed,married,no,yes,no,2,0,0
3862,55,housemaid,married,no,yes,no,3,3,0
3863,54,management,married,no,no,no,1,0,0
3864,35,management,single,no,yes,no,1,0,0
3865,36,management,married,no,yes,no,3,0,0
3866,36,management,single,no,no,no,1,0,0
3867,59,management,married,no,yes,no,1,0,0
3868,44,blue-collar,single,no,yes,no,2,0,0
3869,37,blue-collar,single,no,yes,no,2,1,0
3870,35,services,married,no,no,no,6,0,0
3871,32,technician,married,no,yes,no,2,2,0
3872,29,admin.,married,no,yes,no,1,0,0
3873,40,blue-collar,divorced,no,yes,no,1,1,0
3874,31,housemaid,married,no,no,yes,1,0,0
3875,56,blue-collar,married,no,yes,yes,1,0,0
3876,36,services,married,no,yes,yes,5,0,0
3877,38,management,married,no,yes,no,1,0,0
3878,26,admin.,single,no,no,yes,1,0,0
3879,33,management,married,no,no,no,3,0,0
3880,32,technician,married,no,no,no,4,0,0
3881,40,blue-collar,married,no,yes,no,3,0,0
3882,31,technician,single,no,no,yes,2,0,0
3883,42,management,married,no,yes,no,2,0,0
3884,51,management,married,no,no,yes,2,0,0
3885,42,entrepreneur,single,no,no,yes,3,0,0
3886,38,technician,married,no,yes,no,2,0,0
3887,55,entrepreneur,married,no,yes,no,3,0,0
3888,51,blue-collar,married,no,yes,no,4,0,0
3889,50,blue-collar,married,no,yes,no,1,0,0
3890,45,blue-collar,married,no,yes,no,4,0,0
3891,54,management,divorced,no,no,yes,1,0,0
3892,42,admin.,single,no,yes,no,2,0,0
3893,45,blue-collar,married,no,yes,no,4,0,0
3894,23,blue-collar,single,no,yes,no,3,0,0
3895,56,management,married,no,no,no,1,0,0
3896,48,admin.,married,no,no,no,1,0,0
3897,50,management,married,no,yes,no,2,1,0
3898,61,retired,married,no,no,no,1,0,0
3899,37,unemployed,single,no,no,no,2,0,0
3900,36,blue-collar,single,no,yes,no,1,0,0
3901,47,unknown,married,no,no,no,1,1,0
3902,44,blue-collar,married,no,yes,no,1,0,0
3903,36,management,single,no,yes,no,2,2,0
3904,33,blue-collar,single,no,yes,no,1,0,0
3905,59,blue-collar,divorced,no,yes,no,1,0,0
3906,36,blue-collar,married,yes,no,yes,4,0,0
3907,35,services,married,no,yes,no,14,0,0
3908,42,management,married,no,yes,no,2,0,0
3909,34,management,married,no,yes,no,2,0,0
3910,31,management,single,no,no,no,4,0,0
3911,48,blue-collar,married,no,yes,no,5,5,0
3912,48,admin.,married,no,yes,yes,2,0,0
3913,45,self-employed,married,no,yes,no,2,0,0
3914,37,services,single,no,yes,no,1,0,0
3915,40,management,married,no,yes,no,1,1,0
3916,47,management,married,no,no,no,2,0,0
3917,46,blue-collar,married,no,yes,no,4,0,0
3918,31,management,single,no,no,no,2,0,0
3919,37,technician,married,no,yes,no,2,0,0
3920,35,self-employed,single,no,no,no,2,0,0
3921,31,blue-collar,married,no,no,no,1,1,0
3922,25,blue-collar,single,no,yes,no,1,0,0
3923,29,services,single,no,yes,no,1,0,0
3924,36,management,married,no,no,no,4,0,0
3925,53,entrepreneur,married,no,yes,no,3,0,0
3926,47,self-employed,married,no,no,no,3,0,0
3927,46,admin.,married,no,no,no,2,0,0
3928,34,admin.,married,no,no,no,1,0,0
3929,31,blue-collar,married,no,yes,no,3,0,0
3930,42,blue-collar,married,no,yes,no,1,0,0
3931,40,services,married,no,yes,no,1,0,0
3932,33,services,married,no,yes,no,1,0,0
3933,32,blue-collar,single,no,yes,no,1,1,0
3934,44,services,divorced,no,yes,yes,1,0,0
3935,51,admin.,married,no,no,no,2,0,0
3936,35,blue-collar,single,no,yes,no,3,0,0
3937,41,services,married,no,yes,no,2,0,0
3938,31,blue-collar,married,no,yes,no,1,0,0
3939,45,management,single,no,no,no,1,0,0
3940,33,technician,married,no,no,no,10,0,0
3941,45,technician,married,no,yes,no,1,0,0
3942,55,management,married,no,no,no,2,0,0
3943,41,unemployed,married,no,no,no,2,0,0
3944,39,services,married,no,yes,no,2,2,0
3945,58,blue-collar,divorced,no,no,no,1,0,0
3946,30,technician,married,no,yes,no,1,0,0
3947,45,technician,single,no,no,no,1,0,0
3948,31,admin.,single,no,yes,no,3,2,0
3949,28,management,single,no,yes,yes,1,0,0
3950,35,blue-collar,divorced,no,no,yes,7,0,0
3951,45,blue-collar,married,no,yes,no,1,0,0
3952,35,management,married,no,yes,no,4,2,0
3953,32,technician,married,no,yes,no,1,0,0
3954,30,services,single,no,yes,no,1,0,0
3955,56,retired,married,no,yes,no,4,0,0
3956,35,management,married,no,no,no,4,0,0
3957,35,unknown,married,no,no,no,2,0,0
3958,41,blue-collar,married,no,yes,no,1,0,0
3959,47,blue-collar,divorced,no,yes,no,4,0,0
3960,47,technician,married,no,yes,no,2,0,0
3961,39,management,married,no,no,no,1,0,0
3962,30,technician,single,no,no,no,21,0,0
3963,36,services,married,no,yes,no,2,1,0
3964,47,retired,divorced,no,no,yes,1,0,0
3965,32,technician,single,no,yes,no,5,0,0
3966,55,management,divorced,no,no,no,2,0,0
3967,36,blue-collar,married,yes,no,no,1,0,0
3968,42,technician,married,no,no,yes,3,0,0
3969,45,blue-collar,married,no,yes,yes,1,0,0
3970,36,services,single,no,yes,yes,3,0,0
3971,33,blue-collar,married,no,yes,yes,6,6,0
3972,26,blue-collar,single,no,yes,no,1,0,0
3973,35,blue-collar,married,no,yes,no,1,1,0
3974,30,admin.,single,no,yes,no,1,0,0
3975,31,student,single,no,no,no,2,0,0
3976,50,technician,married,no,yes,no,1,0,0
3977,35,services,married,no,yes,no,1,1,0
3978,30,admin.,single,no,no,no,1,0,0
3979,39,blue-collar,married,no,yes,no,2,0,0
3980,43,technician,married,no,yes,no,2,0,0
3981,41,services,married,no,yes,no,2,0,0
3982,30,services,married,no,yes,no,3,0,0
3983,41,blue-collar,married,no,no,no,1,1,0
3984,36,admin.,single,no,yes,no,2,1,0
3985,45,admin.,divorced,no,no,no,2,0,0
3986,31,admin.,married,no,yes,no,2,0,0
3987,36,management,married,no,yes,no,2,0,0
3988,37,management,single,no,yes,yes,1,0,0
3989,34,blue-collar,single,no,no,no,1,0,0
3990,53,technician,married,no,yes,no,1,0,0
3991,54,management,married,yes,yes,no,1,0,0
3992,56,blue-collar,married,no,yes,no,2,0,0
3993,36,blue-collar,single,no,yes,no,2,0,0
3994,46,management,divorced,no,yes,yes,2,0,0
3995,49,retired,divorced,no,yes,no,2,2,0
3996,83,retired,married,no,no,no,2,0,0
3997,27,technician,single,no,yes,no,3,0,0
3998,38,blue-collar,single,no,yes,no,2,2,0
3999,33,admin.,divorced,no,yes,no,2,0,0
4000,54,housemaid,married,no,no,no,3,0,0
4001,42,technician,married,no,yes,no,3,0,0
4002,33,services,married,no,yes,no,4,4,0
4003,56,entrepreneur,single,no,yes,no,4,0,0
4004,43,blue-collar,married,no,yes,no,3,0,0
4005,30,services,divorced,no,no,no,1,0,0
4006,71,retired,married,no,no,no,3,0,0
4007,43,technician,married,no,yes,no,4,0,0
4008,52,blue-collar,married,no,no,no,8,0,0
4009,35,blue-collar,single,no,no,no,2,1,0
4010,38,blue-collar,single,no,no,no,1,1,0
4011,51,retired,married,no,yes,no,1,0,0
4012,34,admin.,single,no,no,yes,1,0,0
4013,28,technician,single,no,yes,no,3,0,0
4014,29,blue-collar,married,no,yes,no,1,1,0
4015,50,unknown,married,no,no,no,1,0,0
4016,51,blue-collar,married,no,no,no,4,0,0
4017,44,management,married,no,no,no,2,0,0
4018,60,technician,single,no,no,no,2,0,0
4019,29,services,single,no,no,no,2,0,0
4020,59,retired,married,no,no,no,4,0,0
4021,58,technician,divorced,no,yes,no,2,0,0
4022,32,management,married,no,yes,no,2,0,0
4023,31,services,single,no,yes,no,1,0,0
4024,53,blue-collar,married,no,yes,no,2,0,0
4025,47,management,single,no,no,no,4,0,0
4026,35,management,single,no,yes,no,2,2,0
4027,34,admin.,single,no,yes,no,1,0,0
4028,55,technician,divorced,no,no,no,4,0,0
4029,42,management,married,no,yes,no,1,0,0
4030,34,blue-collar,married,no,yes,no,1,0,0
4031,49,technician,married,no,yes,yes,1,0,0
4032,43,blue-collar,single,no,yes,no,1,0,0
4033,52,blue-collar,married,no,yes,yes,2,0,0
4034,56,retired,married,no,no,yes,9,0,0
4035,24,blue-collar,married,no,yes,no,3,0,0
4036,36,services,single,no,no,no,13,0,0
4037,47,technician,married,no,yes,no,7,0,0
4038,43,management,married,no,yes,no,3,0,0
4039,40,services,married,no,yes,no,1,1,0
4040,39,blue-collar,married,no,yes,no,3,0,0
4041,59,retired,divorced,no,no,yes,2,0,0
4042,33,technician,single,no,yes,no,2,0,0
4043,27,unemployed,single,no,no,no,1,0,0
4044,53,management,married,no,yes,yes,1,0,0
4045,48,management,married,no,yes,no,2,0,0
4046,57,technician,divorced,no,no,no,2,0,0
4047,28,blue-collar,married,no,yes,yes,1,0,0
4048,45,management,single,no,no,no,3,0,0
4049,45,admin.,married,no,no,no,1,0,0
4050,37,management,married,no,no,no,1,1,0
4051,37,technician,married,no,no,no,1,1,0
4052,50,blue-collar,married,no,yes,no,7,0,0
4053,28,unemployed,single,no,yes,no,1,0,0
4054,43,technician,married,no,yes,yes,2,0,0
4055,49,technician,married,no,yes,no,1,1,0
4056,29,services,single,no,yes,no,2,0,0
4057,47,self-employed,married,no,no,no,2,0,0
4058,54,retired,divorced,no,yes,no,1,0,0
4059,45,blue-collar,married,no,yes,no,1,0,0
4060,47,housemaid,single,no,no,no,2,2,0
4061,35,management,single,no,no,no,2,0,0
4062,31,blue-collar,married,no,no,yes,3,0,0
4063,42,technician,married,yes,yes,no,7,0,0
4064,32,admin.,single,no,yes,yes,1,0,0
4065,39,admin.,married,no,yes,no,2,0,0
4066,50,technician,divorced,no,no,yes,2,2,0
4067,38,services,single,no,no,no,12,0,0
4068,21,admin.,single,no,no,yes,4,0,0
4069,30,management,single,no,yes,no,7,0,0
4070,51,entrepreneur,divorced,no,no,no,1,1,0
4071,45,housemaid,married,no,no,no,4,0,0
4072,34,management,single,no,no,no,6,0,0
4073,59,retired,married,no,yes,yes,1,0,0
4074,38,entrepreneur,married,no,yes,no,4,0,0
4075,40,technician,married,no,no,no,11,0,0
4076,33,unemployed,married,no,yes,yes,1,0,0
4077,39,management,married,no,yes,no,1,0,0
4078,27,housemaid,married,no,no,yes,1,0,0
4079,35,blue-collar,divorced,no,no,no,5,0,0
4080,40,blue-collar,married,no,yes,no,2,0,0
4081,43,admin.,married,no,yes,no,3,0,0
4082,58,blue-collar,married,no,no,no,6,0,0
4083,57,services,married,no,yes,no,2,1,0
4084,28,services,single,no,yes,no,2,0,0
4085,48,technician,married,no,no,yes,3,0,0
4086,42,management,married,no,yes,no,1,0,0
4087,40,admin.,married,no,yes,no,2,2,0
4088,27,self-employed,married,no,yes,no,3,0,0
4089,46,housemaid,married,no,no,no,1,0,0
4090,42,blue-collar,married,no,yes,no,1,0,0
4091,29,student,single,no,no,no,1,0,0
4092,32,technician,married,no,yes,no,4,2,0
4093,50,technician,divorced,no,yes,no,3,0,0
4094,58,retired,married,no,yes,no,3,0,0
4095,56,technician,divorced,no,yes,yes,2,0,0
4096,27,admin.,single,no,no,no,1,0,0
4097,54,blue-collar,married,no,no,no,2,0,0
4098,32,blue-collar,married,no,yes,no,2,0,0
4099,44,management,married,no,yes,no,1,1,0
4100,31,blue-collar,married,no,yes,yes,1,0,0
4101,27,blue-collar,single,no,yes,no,2,0,0
4102,36,technician,single,no,yes,no,1,0,0
4103,32,self-employed,married,no,yes,no,2,0,0
4104,53,blue-collar,married,no,yes,no,3,3,0
4105,56,admin.,divorced,no,yes,no,2,0,0
4106,46,admin.,single,no,yes,no,2,0,0
4107,43,technician,married,no,yes,no,1,0,0
4108,41,blue-collar,single,no,yes,no,1,0,0
4109,37,technician,single,no,no,no,6,0,0
4110,54,blue-collar,married,no,yes,no,2,0,0
4111,39,technician,single,no,no,no,3,0,0
4112,44,blue-collar,divorced,no,yes,no,2,0,0
4113,30,management,married,no,yes,no,1,0,0
4114,40,technician,married,no,yes,no,3,0,0
4115,49,technician,married,no,no,no,7,0,0
4116,47,management,married,no,no,no,4,0,0
4117,33,services,married,no,yes,no,4,0,0
4118,58,blue-collar,married,no,no,no,2,0,0
4119,50,management,single,no,yes,no,8,0,0
4120,36,management,single,no,no,no,2,0,0
4121,40,entrepreneur,divorced,no,yes,no,2,0,0
4122,34,entrepreneur,married,no,no,no,16,0,0
4123,58,retired,married,no,no,no,1,0,0
4124,49,blue-collar,married,no,no,no,1,0,0
4125,54,blue-collar,married,no,yes,no,1,0,0
4126,33,student,single,no,yes,no,5,1,0
4127,53,retired,divorced,no,no,no,3,0,0
4128,28,technician,single,no,no,yes,2,0,0
4129,36,blue-collar,married,no,no,no,1,0,0
4130,58,management,married,no,no,no,1,1,0
4131,35,technician,married,no,yes,yes,1,0,0
4132,36,services,married,no,yes,no,1,0,0
4133,33,admin.,single,no,no,no,2,0,0
4134,38,management,single,no,yes,no,1,1,0
4135,45,blue-collar,married,no,yes,no,5,0,0
4136,23,services,single,no,yes,no,2,0,0
4137,31,technician,single,no,yes,no,2,0,0
4138,36,management,single,no,yes,yes,3,0,0
4139,60,retired,married,no,no,no,3,0,0
4140,48,services,married,no,yes,no,2,0,0
4141,39,management,single,no,yes,no,8,0,0
4142,48,blue-collar,married,no,yes,yes,1,1,0
4143,29,student,married,no,yes,no,4,0,0
4144,33,management,married,no,no,no,8,0,0
4145,33,admin.,married,no,no,no,2,0,0
4146,45,entrepreneur,married,no,yes,yes,2,0,0
4147,42,blue-collar,single,no,yes,no,1,0,0
4148,27,blue-collar,single,no,yes,no,1,0,0
4149,50,admin.,married,no,yes,no,1,1,0
4150,26,management,single,no,yes,no,1,0,0
4151,39,blue-collar,single,no,no,no,4,0,0
4152,34,technician,married,no,no,no,1,0,0
4153,27,services,married,no,yes,no,1,1,0
4154,33,technician,married,no,yes,yes,8,0,0
4155,44,unknown,single,no,no,no,21,0,0
4156,52,blue-collar,married,no,no,no,5,0,0
4157,36,housemaid,divorced,no,yes,no,1,0,0
4158,59,retired,married,no,no,no,6,0,0
4159,25,blue-collar,single,yes,no,no,1,0,0
4160,47,housemaid,married,no,no,no,3,0,0
4161,42,blue-collar,divorced,no,yes,yes,4,0,0
4162,45,blue-collar,married,no,no,no,4,0,0
4163,65,retired,married,no,no,no,1,0,0
4164,57,technician,married,no,no,no,1,0,0
4165,28,blue-collar,married,no,yes,no,3,0,0
4166,29,blue-collar,married,no,yes,no,2,0,0
4167,30,self-employed,married,no,yes,no,1,1,0
4168,33,management,divorced,no,yes,no,1,0,0
4169,53,blue-collar,married,no,yes,no,1,0,0
4170,45,technician,divorced,no,yes,no,2,2,0
4171,35,technician,married,no,no,no,2,0,0
4172,53,management,married,no,yes,no,2,0,0
4173,32,admin.,single,no,yes,no,1,0,0
4174,32,blue-collar,single,no,yes,no,2,0,0
4175,41,blue-collar,married,no,no,no,5,0,0
4176,33,services,married,no,yes,no,1,0,0
4177,40,services,single,no,yes,no,2,1,0
4178,39,services,married,no,yes,no,3,0,0
4179,48,management,married,no,no,no,4,0,0
4180,49,management,married,no,no,no,2,0,0
4181,60,technician,married,no,no,no,7,0,0
4182,59,retired,divorced,no,no,yes,1,0,0
4183,60,blue-collar,married,no,yes,no,3,0,0
4184,25,blue-collar,single,no,yes,no,3,0,0
4185,57,unemployed,divorced,no,no,no,8,0,0
4186,39,management,married,no,no,no,4,0,0
4187,38,management,married,no,yes,no,1,0,0
4188,34,management,single,no,no,no,1,0,0
4189,43,management,married,no,yes,no,5,0,0
4190,50,management,married,yes,yes,no,3,0,0
4191,44,blue-collar,married,no,no,no,4,0,0
4192,35,technician,married,no,no,no,1,0,0
4193,27,technician,divorced,no,yes,no,1,0,0
4194,37,management,married,no,yes,no,2,0,0
4195,42,blue-collar,married,no,yes,no,1,0,0
4196,29,services,married,no,yes,no,5,0,0
4197,52,retired,married,no,yes,yes,2,0,0
4198,82,retired,married,no,no,no,7,0,0
4199,37,technician,married,no,yes,no,4,1,0
4200,34,blue-collar,single,no,yes,no,2,0,0
4201,34,blue-collar,married,no,yes,no,8,0,0
4202,49,unemployed,married,no,no,no,2,0,0
4203,32,blue-collar,married,no,no,no,1,0,0
4204,43,management,married,no,yes,yes,3,0,0
4205,34,management,married,no,yes,no,1,0,0
4206,49,retired,single,no,no,no,2,0,0
4207,48,technician,divorced,no,yes,no,5,0,0
4208,30,technician,divorced,no,yes,no,5,0,0
4209,50,self-employed,married,no,no,no,1,0,0
4210,41,entrepreneur,married,no,yes,no,16,0,0
4211,48,blue-collar,married,no,yes,yes,4,0,0
4212,35,blue-collar,married,no,yes,no,2,1,0
4213,33,management,single,no,no,no,1,0,0
4214,41,technician,married,no,no,no,3,0,0
4215,25,technician,single,no,yes,yes,1,0,0
4216,55,technician,married,no,yes,yes,1,1,0
4217,38,blue-collar,married,no,no,no,1,1,0
4218,27,technician,single,no,yes,no,3,1,0
4219,28,technician,single,no,yes,no,3,0,0
4220,58,services,married,no,no,yes,2,0,0
4221,45,admin.,married,no,yes,no,2,0,0
4222,48,blue-collar,divorced,no,no,yes,1,0,0
4223,48,blue-collar,married,no,yes,no,4,0,0
4224,42,technician,married,no,no,no,5,0,0
4225,54,services,married,no,no,no,11,0,0
4226,40,services,married,no,yes,no,1,0,0
4227,33,admin.,married,no,no,no,3,0,0
4228,27,services,single,no,no,no,3,0,0
4229,41,services,married,no,yes,no,5,0,0
4230,43,blue-collar,married,no,yes,no,3,0,0
4231,36,management,married,no,yes,yes,3,0,0
4232,31,technician,divorced,no,no,no,2,0,0
4233,47,blue-collar,married,no,no,no,1,0,0
4234,38,services,married,no,no,no,2,0,0
4235,46,services,married,no,yes,no,4,0,0
4236,35,blue-collar,married,no,no,no,3,0,0
4237,31,unemployed,married,no,no,no,1,0,0
4238,33,services,divorced,no,yes,no,1,0,0
4239,66,retired,married,no,no,no,3,0,0
4240,50,blue-collar,married,no,yes,yes,4,0,0
4241,44,management,married,no,yes,no,7,0,0
4242,40,technician,single,no,yes,no,1,0,0
4243,37,management,married,no,yes,yes,2,0,0
4244,40,admin.,married,no,yes,yes,1,1,0
4245,39,technician,married,no,yes,no,4,0,0
4246,45,unemployed,single,no,no,no,6,0,0
4247,40,admin.,married,no,yes,no,4,0,0
4248,48,management,divorced,no,yes,no,1,0,0
4249,59,unknown,married,no,no,no,1,1,0
4250,31,admin.,single,no,yes,no,11,0,0
4251,38,technician,married,no,no,yes,2,0,0
4252,50,blue-collar,married,no,no,no,1,0,0
4253,43,technician,divorced,no,yes,no,2,0,0
4254,37,blue-collar,married,no,yes,no,2,1,0
4255,26,blue-collar,single,no,yes,no,2,0,0
4256,48,blue-collar,married,no,no,no,8,0,0
4257,31,blue-collar,single,no,yes,no,1,0,0
4258,50,services,married,no,yes,yes,3,0,0
4259,60,admin.,married,no,no,no,8,0,0
4260,59,technician,divorced,no,no,no,2,0,0
4261,53,services,divorced,no,yes,no,1,0,0
4262,53,blue-collar,married,no,yes,no,2,0,0
4263,58,housemaid,divorced,no,no,no,3,0,0
4264,49,technician,married,no,no,no,2,0,0
4265,37,technician,married,no,yes,yes,2,0,0
4266,49,services,married,no,yes,no,1,0,0
4267,55,services,married,no,yes,yes,1,0,0
4268,43,technician,married,no,no,no,2,0,0
4269,26,blue-collar,married,no,yes,no,6,2,0
4270,50,technician,married,no,yes,no,8,0,0
4271,40,management,single,no,no,yes,1,0,0
4272,34,student,married,no,no,no,1,0,0
4273,51,blue-collar,divorced,no,yes,yes,1,0,0
4274,48,admin.,married,no,yes,no,3,0,0
4275,36,services,married,no,yes,yes,1,0,0
4276,59,management,married,no,no,yes,1,0,0
4277,37,management,divorced,no,yes,no,6,0,0
4278,39,blue-collar,married,no,yes,no,1,0,0
4279,39,blue-collar,single,no,no,no,5,0,0
4280,46,management,married,no,yes,no,1,0,0
4281,38,entrepreneur,married,no,yes,no,7,0,0
4282,42,management,married,no,yes,no,1,0,0
4283,29,student,single,no,no,no,1,0,0
4284,33,management,married,no,no,no,1,0,0
4285,39,blue-collar,married,no,yes,no,3,3,0
4286,32,technician,married,no,yes,no,1,0,0
4287,56,retired,married,no,no,no,2,0,0
4288,54,services,married,no,no,no,4,0,0
4289,31,services,divorced,no,yes,no,3,3,0
4290,62,blue-collar,married,no,no,no,1,0,0
4291,24,technician,single,no,yes,no,2,0,0
4292,36,blue-collar,married,no,yes,no,2,0,0
4293,33,technician,married,no,no,no,1,1,0
4294,39,admin.,divorced,no,yes,no,1,0,0
4295,33,admin.,married,no,yes,no,2,0,0
4296,38,technician,single,no,yes,yes,2,0,0
4297,29,blue-collar,married,no,yes,no,3,1,0
4298,36,technician,married,no,no,no,2,0,0
4299,31,admin.,single,no,yes,no,5,0,0
4300,28,management,single,no,yes,no,1,0,0
4301,40,retired,single,no,no,no,1,1,0
4302,55,technician,married,no,yes,yes,1,0,0
4303,42,admin.,single,no,yes,no,1,0,0
4304,28,technician,single,no,yes,no,1,0,0
4305,71,retired,married,no,no,no,2,0,0
4306,50,management,married,no,no,no,2,0,0
4307,31,management,married,no,no,no,1,0,0
4308,34,services,married,no,yes,no,3,0,0
4309,35,technician,married,no,yes,no,15,0,0
4310,50,admin.,divorced,no,yes,no,2,0,0
4311,52,management,married,no,yes,yes,1,0,0
4312,31,blue-collar,married,no,no,no,1,0,0
4313,57,entrepreneur,married,no,no,no,2,0,0
4314,31,technician,married,no,no,no,5,0,0
4315,27,admin.,single,no,no,no,4,4,0
4316,41,services,married,no,yes,no,1,0,0
4317,38,management,divorced,no,no,no,3,0,0
4318,34,admin.,single,no,no,yes,3,0,0
4319,32,self-employed,single,no,yes,no,3,0,0
4320,34,services,married,no,yes,no,4,0,0
4321,34,management,single,no,no,no,1,0,0
4322,47,technician,married,no,no,no,1,0,0
